date;NO2;zscore_NO2
2019-10-09;26.67;0
2019-10-10;28.71;0
2019-10-11;28.12;0
2019-10-12;21.21;0
2019-10-13;16.5;0
2019-10-14;27.71;0
2019-10-15;37.83;0
2019-10-16;39.54;0
2019-10-17;29.21;0
2019-10-18;37.46;0
2019-10-19;22.75;0
2019-10-20;21.92;0
2019-10-21;31.71;0
2019-10-22;29.78;0
2019-10-23;36.83;0
2019-10-24;38.29;0
2019-10-25;30.04;0
2019-10-26;40.62;0
2019-10-27;36.75;0
2019-10-28;46.25;0
2019-10-29;41.46;0
2019-10-30;38.38;0
2019-10-31;31.5;0
2019-11-01;25.79;0
2019-11-02;17.5;0
2019-11-03;10.38;0
2019-11-04;19.58;0
2019-11-05;23.33;0
2019-11-06;32.21;0
2019-11-07;22.32;0
2019-11-08;33.17;0
2019-11-09;23.79;0
2019-11-10;23.58;0
2019-11-11;30.75;0
2019-11-12;39.38;0
2019-11-13;28.96;0
2019-11-14;30.92;0
2019-11-15;35.79;0
2019-11-16;29.62;0
2019-11-17;25.33;0
2019-11-18;39.04;0
2019-11-19;42.38;0
2019-11-20;46.21;0
2019-11-21;50.04;0
2019-11-22;28.46;0
2019-11-23;28.42;0
2019-11-24;41.42;0
2019-11-25;43.75;0
2019-11-26;32.96;0
2019-11-27;46.33;0
2019-11-28;46.52;0
2019-11-29;40.46;0
2019-11-30;37.62;0
2019-12-01;28.04;0
2019-12-02;37.71;0
2019-12-03;38.88;0
2019-12-04;43.5;0
2019-12-05;44.61;0
2019-12-06;31.67;0
2019-12-07;36.88;0
2019-12-08;33.25;0
2019-12-09;35.21;0
2019-12-10;46.88;0
2019-12-11;31.54;0
2019-12-12;32.58;0
2019-12-13;21.46;0
2019-12-14;58.08;1
2019-12-15;28.79;0
2019-12-16;39.96;0
2019-12-17;42.65;0
2019-12-18;28.71;0
2019-12-19;46.92;0
2019-12-20;56.29;1
2019-12-21;30.21;0
2019-12-22;18.42;0
2019-12-23;57.21;1
2019-12-24;41.92;0
2019-12-25;36.58;0
2019-12-26;46.62;0
2019-12-27;47.46;0
2019-12-28;53.46;0
2019-12-29;51.62;0
2019-12-30;65.38;1
2019-12-31;46.0;0
2020-01-01;32.0;0
2020-01-02;44.0;0
2020-01-03;48.0;0
2020-01-04;37.0;0
2020-01-05;36.0;0
2020-01-06;33.0;0
2020-01-07;51.0;0
2020-01-08;56.0;1
2020-01-09;41.0;0
2020-01-10;49.0;0
2020-01-11;44.0;0
2020-01-12;42.0;0
2020-01-13;57.0;1
2020-01-14;23.0;0
2020-01-15;34.0;0
2020-01-16;28.0;0
2020-01-17;35.0;0
2020-01-18;43.0;0
2020-01-19;13.0;0
2020-01-20;29.0;0
2020-01-21;43.0;0
2020-01-22;50.0;0
2020-01-23;38.0;0
2020-01-24;42.0;0
2020-01-25;37.0;0
2020-01-26;41.0;0
2020-01-27;45.0;0
2020-01-28;40.0;0
2020-01-29;44.0;0
2020-01-30;49.0;0
2020-01-31;43.0;0
2020-02-01;42.0;0
2020-02-02;41.0;0
2020-02-03;49.0;0
2020-02-04;33.0;0
2020-02-05;33.0;0
2020-02-06;48.0;0
2020-02-07;46.0;0
2020-02-08;36.0;0
2020-02-09;37.0;0
2020-02-10;40.0;0
2020-02-11;35.0;0
2020-02-12;39.0;0
2020-02-13;33.0;0
2020-02-14;44.0;0
2020-02-15;43.0;0
2020-02-16;53.0;0
2020-02-17;39.0;0
2020-02-18;43.0;0
2020-02-19;48.0;0
2020-02-20;39.0;0
2020-02-21;43.0;0
2020-02-22;35.0;0
2020-02-23;40.0;0
2020-02-24;33.0;0
2020-02-25;38.0;0
2020-02-26;38.0;0
2020-02-27;33.0;0
2020-02-28;52.0;0
2020-02-29;20.0;0
2020-03-01;28.0;0
2020-03-02;35.0;0
2020-03-03;28.0;0
2020-03-04;43.0;0
2020-03-05;33.0;0
2020-03-06;27.0;0
2020-03-07;37.0;0
2020-03-08;20.0;0
2020-03-09;3.0;0
2020-03-10;25.0;0
2020-03-11;36.0;0
2020-03-12;30.0;0
2020-03-13;27.0;0
2020-03-14;27.0;0
2020-03-15;17.0;0
2020-03-16;25.0;0
2020-03-17;28.0;0
2020-03-18;27.0;0
2020-03-19;35.0;0
2020-03-20;38.0;0
2020-03-21;20.0;0
2020-03-22;7.0;0
2020-03-23;9.0;0
2020-03-24;21.0;0
2020-03-25;23.0;0
2020-03-26;16.0;0
2020-03-27;21.0;0
2020-03-28;22.0;0
2020-03-29;11.0;0
2020-03-30;10.0;0
2020-03-31;16.0;0
2020-04-01;19.0;0
2020-04-02;12.0;0
2020-04-03;16.0;0
2020-04-04;23.0;0
2020-04-05;3.0;0
2020-04-06;6.0;0
2020-04-07;17.0;0
2020-04-08;20.0;0
2020-04-09;21.0;0
2020-04-10;9.0;0
2020-04-11;2.0;0
2020-04-12;2.0;0
2020-04-13;10.0;0
2020-04-14;8.0;0
2020-04-15;6.0;0
2020-04-16;20.0;0
2020-04-17;21.0;0
2020-04-18;13.0;0
2020-04-19;9.0;0
2020-04-20;12.0;0
2020-04-21;14.0;0
2020-04-22;15.0;0
2020-04-23;16.0;0
2020-04-24;11.0;0
2020-04-25;7.0;0
2020-04-26;8.0;0
2020-04-27;15.0;0
2020-04-28;14.0;0
2020-04-29;26.0;0
2020-04-30;9.0;0
2020-05-01;2.0;0
2020-05-02;3.0;0
2020-05-03;9.0;0
2020-05-04;12.0;0
2020-05-05;11.0;0
2020-05-06;9.0;0
2020-05-07;12.0;0
2020-05-08;7.0;0
2020-05-09;5.0;0
2020-05-10;5.0;0
2020-05-11;11.0;0
2020-05-12;10.0;0
2020-05-13;12.0;0
2020-05-14;9.0;0
2020-05-15;7.0;0
2020-05-16;6.0;0
2020-05-17;8.0;0
2020-05-18;6.0;0
2020-05-19;17.0;0
2020-05-20;17.0;0
2020-05-21;16.0;0
2020-05-22;16.0;0
2020-05-23;7.0;0
2020-05-24;5.0;0
2020-05-25;11.0;0
2020-05-26;14.0;0
2020-05-27;18.0;0
2020-05-28;33.0;0
2020-05-29;29.0;0
2020-05-30;25.0;0
2020-05-31;21.0;0
2020-06-01;21.0;0
2020-06-02;21.0;0
2020-06-03;16.0;0
2020-06-04;14.0;0
2020-06-05;12.0;0
2020-06-06;12.0;0
2020-06-07;14.0;0
2020-06-08;14.0;0
2020-06-09;16.0;0
2020-06-10;17.0;0
2020-06-11;19.0;0
2020-06-12;17.0;0
2020-06-13;15.0;0
2020-06-14;13.0;0
2020-06-15;15.0;0
2020-06-16;17.0;0
2020-06-17;19.0;0
2020-06-18;16.0;0
2020-06-19;21.0;0
2020-06-20;18.0;0
2020-06-21;12.0;0
2020-06-22;15.0;0
2020-06-23;29.0;0
2020-06-24;23.0;0
2020-06-25;22.0;0
2020-06-26;23.0;0
2020-06-27;15.0;0
2020-06-28;8.0;0
2020-06-29;17.0;0
2020-06-30;19.0;0
2020-07-01;14.0;0
2020-07-02;17.0;0
2020-07-03;15.0;0
2020-07-04;18.0;0
2020-07-05;15.0;0
2020-07-06;11.0;0
2020-07-07;8.0;0
2020-07-08;12.0;0
2020-07-09;19.0;0
2020-07-10;15.0;0
2020-07-11;8.0;0
2020-07-12;8.0;0
2020-07-13;16.0;0
2020-07-14;15.0;0
2020-07-15;13.0;0
2020-07-16;10.0;0
2020-07-17;10.0;0
2020-07-18;16.0;0
2020-07-19;15.0;0
2020-07-20;13.0;0
2020-07-21;12.0;0
2020-07-22;17.0;0
2020-07-23;17.0;0
2020-07-24;12.0;0
2020-07-25;15.0;0
2020-07-26;14.0;0
2020-07-27;14.0;0
2020-07-28;11.0;0
2020-07-29;13.0;0
2020-07-30;12.0;0
2020-07-31;25.0;0
2020-08-01;37.0;0
2020-08-02;38.0;0
2020-08-03;35.0;0
2020-08-04;25.0;0
2020-08-05;15.0;0
2020-08-06;13.0;0
2020-08-07;28.0;0
2020-08-08;16.0;0
2020-08-09;12.0;0
2020-08-10;16.0;0
2020-08-11;25.0;0
2020-08-12;19.0;0
2020-08-13;17.0;0
2020-08-14;20.0;0
2020-08-15;16.0;0
2020-08-16;10.0;0
2020-08-17;23.0;0
2020-08-18;37.0;0
2020-08-19;42.0;0
2020-08-20;31.0;0
2020-08-21;32.0;0
2020-08-22;27.0;0
2020-08-23;28.0;0
2020-08-24;32.0;0
2020-08-25;37.0;0
2020-08-26;38.0;0
2020-08-27;35.0;0
2020-08-28;25.0;0
2020-08-29;15.0;0
2020-08-30;13.0;0
2020-08-31;28.0;0
2020-09-01;18.0;0
2020-09-02;23.0;0
2020-09-03;39.0;0
2020-09-04;41.0;0
2020-09-05;8.0;0
2020-09-06;8.0;0
2020-09-07;16.0;0
2020-09-08;13.0;0
2020-09-09;18.0;0
2020-09-10;17.0;0
2020-09-11;20.0;0
2020-09-12;16.0;0
2020-09-13;25.0;0
2020-09-14;33.0;0
2020-09-15;20.0;0
2020-09-16;17.0;0
2020-09-17;20.0;0
2020-09-18;27.0;0
2020-09-19;19.0;0
2020-09-20;14.0;0
2020-09-21;22.0;0
2020-09-22;25.0;0
2020-09-23;14.0;0
2020-09-24;15.0;0
2020-09-25;14.0;0
2020-09-26;9.0;0
2020-09-27;7.0;0
2020-09-28;21.0;0
2020-09-29;26.0;0
2020-09-30;24.0;0
2020-10-01;19.0;0
2020-10-02;15.0;0
2020-10-03;11.0;0
2020-10-04;9.0;0
2020-10-05;28.0;0
2020-10-06;18.0;0
2020-10-07;12.0;0
2020-10-08;22.0;0
2020-10-09;24.0;0
2020-10-10;14.0;0
2020-10-11;10.0;0
2020-10-12;11.0;0
2020-10-13;16.0;0
2020-10-14;19.0;0
2020-10-15;28.0;0
2020-10-16;25.0;0
2020-10-17;25.0;0
2020-10-18;27.0;0
2020-10-19;24.0;0
2020-10-20;29.0;0
2020-10-21;32.0;0
2020-10-22;33.0;0
2020-10-23;32.0;0
2020-10-24;26.0;0
2020-10-25;14.0;0
2020-10-26;22.0;0
2020-10-27;36.0;0
2020-10-28;29.0;0
2020-10-29;31.0;0
2020-10-30;33.0;0
2020-10-31;38.0;0
2020-11-01;26.0;0
2020-11-02;16.0;0
2020-11-03;30.0;0
2020-11-04;20.0;0
2020-11-05;32.0;0
2020-11-06;26.0;0
2020-11-07;26.0;0
2020-11-08;14.0;0
2020-11-09;31.0;0
2020-11-10;26.0;0
2020-11-11;37.0;0
2020-11-12;35.0;0
2020-11-13;38.0;0
2020-11-14;27.0;0
2020-11-15;20.0;0
2020-11-16;29.0;0
2020-11-17;37.0;0
2020-11-18;42.0;0
2020-11-19;19.0;0
2020-11-20;30.0;0
2020-11-21;28.0;0
2020-11-22;26.0;0
2020-11-23;40.0;0
2020-11-24;43.0;0
2020-11-25;43.0;0
2020-11-26;38.0;0
2020-11-27;38.0;0
2020-11-28;38.0;0
2020-11-29;34.0;0
2020-11-30;33.0;0
2020-12-01;34.0;0
2020-12-02;37.0;0
2020-12-03;25.0;0
2020-12-04;28.0;0
2020-12-05;20.0;0
2020-12-06;26.0;0
2020-12-07;14.0;0
2020-12-08;19.0;0
2020-12-09;43.0;0
2020-12-10;43.0;0
2020-12-11;24.0;0
2020-12-12;22.0;0
2020-12-13;40.0;0
2020-12-14;39.0;0
2020-12-15;32.0;0
2020-12-16;45.0;0
2020-12-17;43.0;0
2020-12-18;31.0;0
2020-12-19;38.0;0
2020-12-20;39.0;0
2020-12-21;49.0;0
2020-12-22;27.0;0
2020-12-23;34.0;0
2020-12-24;34.0;0
2020-12-25;21.0;0
2020-12-26;36.0;0
2020-12-27;21.0;0
2020-12-28;21.0;0
2020-12-29;28.0;0
2020-12-30;34.0;0
2020-12-31;29.0;0
2021-01-01;18.0;0
2021-01-02;29.0;0
2021-01-03;23.0;0
2021-01-04;33.0;0
2021-01-05;38.0;0
2021-01-06;29.0;0
2021-01-07;41.0;0
2021-01-08;48.0;0
2021-01-09;38.0;0
2021-01-10;34.0;0
2021-01-11;47.0;0
2021-01-12;48.0;0
2021-01-13;49.0;0
2021-01-14;51.0;0
2021-01-15;44.0;0
2021-01-16;46.0;0
2021-01-17;46.0;0
2021-01-18;38.0;0
2021-01-19;39.0;0
2021-01-20;27.0;0
2021-01-21;27.0;0
2021-01-22;26.0;0
2021-01-23;16.0;0
2021-01-24;16.0;0
2021-01-25;34.0;0
2021-01-26;40.0;0
2021-01-27;34.0;0
2021-01-28;35.0;0
2021-01-29;41.0;0
2021-01-30;11.0;0
2021-01-31;10.0;0
2021-02-01;22.0;0
2021-02-02;34.0;0
2021-02-03;29.0;0
2021-02-04;39.0;0
2021-02-05;28.0;0
2021-02-06;22.0;0
2021-02-07;32.0;0
2021-02-08;36.0;0
2021-02-09;29.0;0
2021-02-10;25.0;0
2021-02-11;38.0;0
2021-02-12;35.0;0
2021-02-13;32.0;0
2021-02-14;21.0;0
2021-02-15;29.0;0
2021-02-16;32.0;0
2021-02-17;37.0;0
2021-02-18;31.0;0
2021-02-19;27.0;0
2021-02-20;6.0;0
2021-02-21;14.0;0
2021-02-22;30.0;0
2021-02-23;27.0;0
2021-02-24;26.0;0
2021-02-25;35.0;0
2021-02-26;23.0;0
2021-02-27;18.0;0
2021-02-28;21.0;0
2021-03-01;28.0;0
2021-03-02;29.0;0
2021-03-03;33.0;0
2021-03-04;34.0;0
2021-03-05;25.0;0
2021-03-06;16.0;0
2021-03-07;18.0;0
2021-03-08;32.0;0
2021-03-09;31.0;0
2021-03-10;46.0;0
2021-03-11;32.0;0
2021-03-12;30.0;0
2021-03-13;22.0;0
2021-03-14;13.0;0
2021-03-15;22.0;0
2021-03-16;26.0;0
2021-03-17;25.0;0
2021-03-18;22.0;0
2021-03-19;26.0;0
2021-03-20;20.0;0
2021-03-21;19.0;0
2021-03-22;25.0;0
2021-03-23;30.0;0
2021-03-24;29.0;0
2021-03-25;34.0;0
2021-03-26;25.0;0
2021-03-27;21.0;0
2021-03-28;33.0;0
2021-03-29;51.0;0
2021-03-30;59.0;1
2021-03-31;52.0;0
2021-04-01;40.0;0
2021-04-02;14.0;0
2021-04-03;11.0;0
2021-04-04;14.0;0
2021-04-05;21.0;0
2021-04-06;17.0;0
2021-04-07;18.0;0
2021-04-08;38.0;0
2021-04-09;36.0;0
2021-04-10;22.0;0
2021-04-11;14.0;0
2021-04-12;22.0;0
2021-04-13;26.0;0
2021-04-14;23.0;0
2021-04-15;25.0;0
2021-04-16;27.0;0
2021-04-17;21.0;0
2021-04-18;30.0;0
2021-04-19;34.0;0
2021-04-20;37.0;0
2021-04-21;23.0;0
2021-04-22;32.0;0
2021-04-23;42.0;0
2021-04-24;19.0;0
2021-04-25;16.0;0
2021-04-26;19.0;0
2021-04-27;18.0;0
2021-04-28;26.0;0
2021-04-29;30.0;0
2021-04-30;33.0;0
2021-05-01;26.0;0
2021-05-02;22.0;0
2021-05-03;28.0;0
2021-05-04;23.0;0
2021-05-05;20.0;0
2021-05-06;26.0;0
2021-05-07;27.0;0
2021-05-08;23.0;0
2021-05-09;19.0;0
2021-05-10;28.0;0
2021-05-11;20.0;0
2021-05-12;28.0;0
2021-05-13;23.0;0
2021-05-14;27.0;0
2021-05-15;21.0;0
2021-05-16;10.0;0
2021-05-17;16.0;0
2021-05-18;20.0;0
2021-05-19;19.0;0
2021-05-20;18.0;0
2021-05-21;15.0;0
2021-05-22;13.0;0
2021-05-23;15.0;0
2021-05-24;12.0;0
2021-05-25;15.0;0
2021-05-26;21.0;0
2021-05-27;25.0;0
2021-05-28;23.0;0
2021-05-29;16.0;0
2021-05-30;20.0;0
2021-05-31;33.0;0
2021-06-01;24.0;0
2021-06-02;24.0;0
2021-06-03;19.0;0
2021-06-04;16.0;0
2021-06-05;15.0;0
2021-06-06;10.0;0
2021-06-07;15.0;0
2021-06-08;23.0;0
2021-06-09;19.0;0
2021-06-10;16.0;0
2021-06-11;13.0;0
2021-06-12;9.0;0
2021-06-13;17.0;0
2021-06-14;19.0;0
2021-06-15;22.0;0
2021-06-16;27.0;0
2021-06-17;16.0;0
2021-06-18;20.0;0
2021-06-19;12.0;0
2021-06-20;12.0;0
2021-06-21;17.0;0
2021-06-22;15.0;0
2021-06-23;19.0;0
2021-06-24;15.0;0
2021-06-25;16.0;0
2021-06-26;13.0;0
2021-06-27;7.0;0
2021-06-28;14.0;0
2021-06-29;15.0;0
2021-06-30;14.0;0
2021-07-01;26.0;0
2021-07-02;30.0;0
2021-07-03;18.0;0
2021-07-04;16.0;0
2021-07-05;18.0;0
2021-07-06;10.0;0
2021-07-07;14.0;0
2021-07-08;13.0;0
2021-07-09;19.0;0
2021-07-10;18.0;0
2021-07-11;12.0;0
2021-07-12;10.0;0
2021-07-13;10.0;0
2021-07-14;13.0;0
2021-07-15;10.0;0
2021-07-16;12.0;0
2021-07-17;13.0;0
2021-07-18;17.0;0
2021-07-19;22.0;0
2021-07-20;17.0;0
2021-07-21;20.0;0
2021-07-22;18.0;0
2021-07-23;17.0;0
2021-07-24;14.0;0
2021-07-25;11.0;0
2021-07-26;18.0;0
2021-07-27;14.0;0
2021-07-28;16.0;0
2021-07-29;15.0;0
2021-07-30;15.0;0
2021-07-31;11.0;0
2021-08-01;12.0;0
2021-08-02;18.0;0
2021-08-03;18.0;0
2021-08-04;14.0;0
2021-08-05;12.0;0
2021-08-06;15.0;0
2021-08-07;10.0;0
2021-08-08;9.0;0
2021-08-09;23.0;0
2021-08-10;20.0;0
2021-08-11;14.0;0
2021-08-12;15.0;0
2021-08-13;12.0;0
2021-08-14;11.0;0
2021-08-15;6.0;0
2021-08-16;7.0;0
2021-08-17;9.0;0
2021-08-18;11.0;0
2021-08-19;11.0;0
2021-08-20;13.0;0
2021-08-21;16.0;0
2021-08-22;7.0;0
2021-08-23;12.0;0
2021-08-24;15.0;0
2021-08-25;21.0;0
2021-08-26;27.0;0
2021-08-27;20.0;0
2021-08-28;11.0;0
2021-08-29;12.0;0
2021-08-30;18.0;0
2021-08-31;23.0;0
2021-09-01;29.0;0
2021-09-02;34.0;0
2021-09-03;25.0;0
2021-09-04;28.0;0
2021-09-05;43.0;0
2021-09-06;59.0;1
2021-09-07;42.0;0
2021-09-08;23.0;0
2021-09-09;25.0;0
2021-09-10;26.0;0
2021-09-11;32.0;0
2021-09-12;32.0;0
2021-09-13;41.0;0
2021-09-14;27.0;0
2021-09-15;28.0;0
2021-09-16;25.0;0
2021-09-17;26.0;0
2021-09-18;19.0;0
2021-09-19;14.0;0
2021-09-20;23.0;0
2021-09-21;21.0;0
2021-09-22;28.0;0
2021-09-23;19.0;0
2021-09-24;30.0;0
2021-09-25;25.0;0
2021-09-26;23.0;0
2021-09-27;24.0;0
2021-09-28;27.0;0
2021-09-29;22.0;0
2021-09-30;28.0;0
2021-10-01;21.0;0
2021-10-02;23.0;0
2021-10-03;15.0;0
2021-10-04;27.0;0
2021-10-05;16.0;0
2021-10-06;28.0;0
2021-10-07;33.0;0
2021-10-08;29.0;0
2021-10-09;24.0;0
2021-10-10;20.0;0
2021-10-11;28.0;0
2021-10-12;22.0;0
2021-10-13;29.0;0
2021-10-14;40.0;0
2021-10-15;31.0;0
2021-10-16;35.0;0
2021-10-17;23.0;0
2021-10-18;33.0;0
2021-10-19;34.0;0
2021-10-20;24.0;0
2021-10-21;27.0;0
2021-10-22;29.0;0
2021-10-23;28.0;0
2021-10-24;24.0;0
2021-10-25;25.0;0
2021-10-26;32.0;0
2021-10-27;39.0;0
2021-10-28;41.0;0
2021-10-29;32.0;0
2021-10-30;25.0;0
2021-10-31;22.0;0
2021-11-01;13.0;0
2021-11-02;27.0;0
2021-11-03;26.0;0
2021-11-04;30.0;0
2021-11-05;38.0;0
2021-11-06;31.0;0
2021-11-07;28.0;0
2021-11-08;26.0;0
2021-11-09;20.0;0
2021-11-10;29.0;0
2021-11-11;32.0;0
2021-11-12;35.0;0
2021-11-13;29.0;0
2021-11-14;27.0;0
2021-11-15;34.0;0
2021-11-16;34.0;0
2021-11-17;33.0;0
2021-11-18;33.0;0
2021-11-19;34.0;0
2021-11-20;35.0;0
2021-11-21;25.0;0
2021-11-22;34.0;0
2021-11-23;29.0;0
2021-11-24;17.0;0
2021-11-25;38.0;0
2021-11-26;35.0;0
2021-11-27;24.0;0
2021-11-28;24.0;0
2021-11-29;40.0;0
2021-11-30;49.0;0
2021-12-01;38.0;0
2021-12-02;38.0;0
2021-12-03;47.0;0
2021-12-04;28.0;0
2021-12-05;19.0;0
2021-12-06;39.0;0
2021-12-07;40.0;0
2021-12-08;19.0;0
2021-12-09;34.0;0
2021-12-10;24.0;0
2021-12-11;32.0;0
2021-12-12;33.0;0
2021-12-13;52.0;0
2021-12-14;44.0;0
2021-12-15;41.0;0
2021-12-16;38.0;0
2021-12-17;41.0;0
2021-12-18;44.0;0
2021-12-19;43.0;0
2021-12-20;60.0;1
2021-12-21;55.0;1
2021-12-22;38.0;0
2021-12-23;45.0;0
2021-12-24;43.0;0
2021-12-25;37.0;0
2021-12-26;40.0;0
2021-12-27;35.0;0
2021-12-28;47.0;0
2021-12-29;49.0;0
2021-12-30;46.0;0
2021-12-31;51.0;0
2022-01-01;27.0;0
2022-01-02;47.0;0
2022-01-03;55.0;1
2022-01-04;32.0;0
2022-01-05;48.0;0
2022-01-06;31.0;0
2022-01-07;40.0;0
2022-01-08;25.0;0
2022-01-09;13.0;0
2022-01-10;35.0;0
2022-01-11;27.0;0
2022-01-12;35.0;0
2022-01-13;38.0;0
2022-01-14;52.0;0
2022-01-15;49.0;0
2022-01-16;50.0;0
2022-01-17;59.0;1
2022-01-18;50.0;0
2022-01-19;45.0;0
2022-01-20;44.0;0
2022-01-21;39.0;0
2022-01-22;39.0;0
2022-01-23;39.0;0
2022-01-24;53.0;0
2022-01-25;49.0;0
2022-01-26;45.0;0
2022-01-27;40.0;0
2022-01-28;39.0;0
2022-01-29;36.0;0
2022-01-30;32.0;0
2022-01-31;33.0;0
2022-02-01;40.0;0
2022-02-02;50.0;0
2022-02-03;52.0;0
2022-02-04;47.0;0
2022-02-05;33.0;0
2022-02-06;34.0;0
2022-02-07;39.0;0
2022-02-08;43.0;0
2022-02-09;55.0;1
2022-02-10;59.0;1
2022-02-11;35.0;0
2022-02-12;32.0;0
2022-02-13;25.0;0
2022-02-14;34.0;0
2022-02-15;46.0;0
2022-02-16;38.0;0
2022-02-17;40.0;0
2022-02-18;34.0;0
2022-02-19;28.0;0
2022-02-20;28.0;0
2022-02-21;29.0;0
2022-02-22;42.0;0
2022-02-23;39.0;0
2022-02-24;21.0;0
2022-02-25;17.0;0
2022-02-26;39.0;0
2022-02-27;39.0;0
2022-02-28;49.0;0
2022-03-01;49.0;0
2022-03-02;33.0;0
2022-03-03;35.0;0
2022-03-04;34.0;0
2022-03-05;24.0;0
2022-03-06;26.0;0
2022-03-07;35.0;0
2022-03-08;41.0;0
2022-03-09;32.0;0
2022-03-10;36.0;0
2022-03-11;29.0;0
2022-03-12;30.0;0
2022-03-13;25.0;0
2022-03-14;29.0;0
2022-03-15;35.0;0
2022-03-16;30.0;0
2022-03-17;29.0;0
2022-03-18;32.0;0
2022-03-19;34.0;0
2022-03-20;31.0;0
2022-03-21;33.0;0
2022-03-22;38.0;0
2022-03-23;24.0;0
2022-03-24;29.0;0
2022-03-25;31.0;0
2022-03-26;37.0;0
2022-03-27;33.0;0
2022-03-28;33.0;0
2022-03-29;20.0;0
2022-03-30;27.0;0
2022-03-31;27.0;0
2022-04-01;26.0;0
2022-04-02;21.0;0
2022-04-03;20.0;0
2022-04-04;30.0;0
2022-04-05;32.0;0
2022-04-06;37.0;0
2022-04-07;30.0;0
2022-04-08;33.0;0
2022-04-09;25.0;0
2022-04-10;27.0;0
2022-04-11;27.0;0
2022-04-12;28.0;0
2022-04-13;24.0;0
2022-04-14;21.0;0
2022-04-15;12.0;0
2022-04-16;22.0;0
2022-04-17;15.0;0
2022-04-18;22.0;0
2022-04-19;23.0;0
2022-04-20;21.0;0
2022-04-21;22.0;0
2022-04-22;30.0;0
2022-04-23;17.0;0
2022-04-24;19.0;0
2022-04-25;29.0;0
2022-04-26;38.0;0
2022-04-27;26.0;0
2022-04-28;24.0;0
2022-04-29;27.0;0
2022-04-30;22.0;0
2022-05-01;14.0;0
2022-05-02;20.0;0
2022-05-03;26.0;0
2022-05-04;28.0;0
2022-05-05;26.0;0
2022-05-06;22.0;0
2022-05-07;20.0;0
2022-05-08;19.0;0
2022-05-09;36.0;0
2022-05-10;26.0;0
2022-05-11;21.0;0
2022-05-12;18.0;0
2022-05-13;17.0;0
2022-05-14;16.0;0
2022-05-15;21.0;0
2022-05-16;29.0;0
2022-05-17;24.0;0
2022-05-18;18.0;0
2022-05-19;22.0;0
2022-05-20;16.0;0
2022-05-21;15.0;0
2022-05-22;14.0;0
2022-05-23;22.0;0
2022-05-24;20.0;0
2022-05-25;18.0;0
2022-05-26;19.0;0
2022-05-27;10.0;0
2022-05-28;9.0;0
2022-05-29;10.0;0
2022-05-30;20.0;0
2022-05-31;15.0;0
2022-06-01;12.0;0
2022-06-02;15.0;0
2022-06-03;10.0;0
2022-06-04;5.0;0
2022-06-05;3.0;0
2022-06-06;3.0;0
2022-06-07;5.0;0
2022-06-08;7.0;0
2022-06-09;6.0;0
2022-06-10;6.0;0
2022-06-11;2.0;0
2022-06-12;2.0;0
2022-06-13;4.0;0
2022-06-14;12.0;0
2022-06-15;15.0;0
2022-06-16;7.0;0
2022-06-17;16.0;0
2022-06-18;5.0;0
2022-06-19;2.0;0
2022-06-20;6.0;0
2022-06-21;5.0;0
2022-06-22;6.0;0
2022-06-23;7.0;0
2022-06-24;9.0;0
2022-06-25;4.0;0
2022-06-26;2.0;0
2022-06-27;4.0;0
2022-06-28;6.0;0
2022-06-29;8.0;0
2022-06-30;8.0;0
2022-07-01;15.0;0
2022-07-02;14.0;0
2022-07-03;11.0;0
2022-07-04;13.0;0
2022-07-05;14.0;0
2022-07-06;12.0;0
2022-07-07;12.0;0
2022-07-08;10.0;0
2022-07-09;15.0;0
2022-07-10;20.0;0
2022-07-11;30.0;0
2022-07-12;30.0;0
2022-07-13;41.0;0
2022-07-14;26.0;0
2022-07-15;22.0;0
2022-07-16;27.0;0
2022-07-17;24.0;0
2022-07-18;19.0;0
2022-07-19;18.0;0
2022-07-20;15.0;0
2022-07-21;10.0;0
2022-07-22;15.0;0
2022-07-23;11.0;0
2022-07-24;13.0;0
2022-07-25;11.0;0
2022-07-26;12.0;0
2022-07-27;12.0;0
2022-07-28;15.0;0
2022-07-29;14.0;0
2022-07-30;7.0;0
2022-07-31;7.0;0
